"Interference and Diffraction Data File Mon, Mar 11, 2024 5:11 PM"	
0.02906	-0.01001
0.02906	-0.01307
0.02911	-0.00824
0.02911	-0.00937
0.02917	-0.01017
0.02917	-0.01226
0.02922	-0.0113
0.02922	-0.00308
0.02922	-0.01033
0.02928	-0.00856
0.02928	-0.00985
0.02933	-0.00969
0.02933	-0.00888
0.02939	-0.0092
0.02939	-0.00937
0.02939	-0.00888
0.02944	-0.01146
0.02944	-0.01162
0.0295	-0.01081
0.0295	-0.0092
0.0295	-0.00695
0.02956	-0.01001
0.02956	-0.01194
0.02961	-0.01017
0.02961	-0.01291
0.02961	-0.01339
0.02967	-0.00888
0.02967	-0.00083
0.02972	-0.00711
0.02972	-0.01178
0.02972	-0.01098
0.02978	-0.01162
0.02978	-0.00856
0.02983	-0.0092
0.02983	-0.00792
0.02983	-0.00695
0.02989	-0.00647
0.02989	-0.01162
0.02994	-0.01001
0.02994	-0.00985
0.03	-0.00792
0.03	-0.0084
0.03006	-0.01049
0.03006	-0.0113
0.03006	-0.00808
0.03011	-0.01081
0.03011	-0.01259
0.03017	-0.01017
0.03017	-0.01001
0.03017	-0.01243
0.03022	-0.01049
0.03022	-0.0084
0.03028	-0.00792
0.03028	-0.00534
0.03033	-0.01146
0.03033	-0.00953
0.03033	-0.01307
0.03039	-0.01162
0.03039	-0.01065
0.03044	-0.01162
0.03044	-0.01259
0.0305	-0.01243
0.0305	-0.00985
0.0305	-0.00872
0.03056	-0.00904
0.03056	-0.01162
0.03056	-0.01114
0.03061	-0.00985
0.03061	-0.00808
0.03067	-0.00937
0.03067	-0.00904
0.03067	-0.00743
0.03072	-0.00824
0.03072	-0.00824
0.03078	-0.01291
0.03078	-0.01291
0.03083	-0.00953
0.03083	-0.00775
0.03089	-0.01243
0.03089	-0.01194
0.03089	-0.00598
0.03094	-0.00872
0.03094	-0.0084
0.031	-0.01226
0.031	-0.00953
0.03106	-0.0084
0.03106	-0.01033
0.03106	-0.00792
0.03111	-0.00743
0.03111	-0.01114
0.03117	-0.00808
0.03117	-0.00985
0.03117	-0.01178
0.03122	-0.01098
0.03122	-0.0092
0.03128	-0.00759
0.03128	-0.00904
0.03133	-0.01114
0.03133	-0.00888
0.03133	-0.01001
0.03139	-0.01146
0.03139	-0.01033
0.03144	-0.00969
0.03144	-0.01081
0.03144	-0.00647
0.0315	-0.01001
0.0315	-0.0092
0.0315	-0.01098
0.03156	-0.01033
0.03156	-0.01516
0.03161	-0.00969
0.03161	-0.00808
0.03167	-0.01371
0.03167	-0.00888
0.03172	-0.00679
0.03172	-0.01146
0.03178	-0.00663
0.03178	-0.00727
0.03178	-0.00743
0.03183	-0.00775
0.03183	-0.01049
0.03189	-0.00743
0.03189	-0.00711
0.03194	-0.00727
0.03194	-0.0113
0.03194	-0.0113
0.032	-0.00969
0.032	-0.01017
0.03206	-0.01081
0.03206	-0.0113
0.03206	-0.01436
0.03211	-0.00743
0.03211	-0.00775
0.03217	-0.01114
0.03217	-0.00904
0.03222	-0.00631
0.03222	-0.00518
0.03222	-0.01033
0.03228	-0.00953
0.03228	-0.0047
0.03228	-0.01387
0.03233	-0.00904
0.03233	-0.00824
0.03239	-0.00953
0.03239	-0.01081
0.03244	-0.00228
0.03244	-0.0092
0.03244	-0.00824
0.0325	-0.00969
0.0325	-0.01065
0.03256	-0.00808
0.03256	-0.01033
0.03256	-0.01339
0.03261	-0.00872
0.03261	-0.00582
0.03267	-0.01339
0.03267	-0.0113
0.03272	-0.00695
0.03272	-0.00663
0.03272	-0.00888
0.03278	-0.01065
0.03278	-0.01081
0.03283	-0.01243
0.03283	-0.00775
0.03283	-0.00679
0.03289	-0.00647
0.03289	-0.00711
0.03294	-0.01081
0.03294	-0.00856
0.033	-0.00743
0.033	-0.00792
0.033	-0.00453
0.03306	-0.00598
0.03306	-0.01017
0.03306	-0.01033
0.03311	-0.01339
0.03311	-0.00969
0.03317	-0.00969
0.03317	-0.00695
0.03317	-0.00647
0.03322	-0.00534
0.03322	-0.0084
0.03328	-0.00808
0.03328	-0.00872
0.03328	-0.01049
0.03333	-0.00792
0.03333	-0.00566
0.03339	-0.00888
0.03339	-0.00824
0.03344	-0.00937
0.03344	-0.00937
0.03344	-0.00904
0.0335	-0.00679
0.0335	-0.00904
0.03356	-0.00695
0.03356	-0.00759
0.03361	-0.00566
0.03361	-0.00775
0.03361	-0.00695
0.03367	-0.00904
0.03367	-0.00775
0.03372	-0.00631
0.03372	-0.01114
0.03372	-0.00679
0.03378	-0.0113
0.03378	-0.00598
0.03383	-0.00695
0.03383	-0.00679
0.03383	-0.00373
0.03389	-0.00904
0.03389	-0.00663
0.03394	-0.00759
0.03394	-0.00518
0.03394	-0.00679
0.034	-0.00808
0.034	-0.00663
0.034	-0.01081
0.03406	-0.00888
0.03406	-0.00856
0.03411	-0.00614
0.03411	-0.01017
0.03417	-0.00904
0.03417	-0.00357
0.03417	-0.00405
0.03422	-0.00631
0.03422	-0.0084
0.03428	-0.00808
0.03428	-0.00614
0.03433	-0.00856
0.03433	-0.00775
0.03433	-0.00856
0.03439	-0.00808
0.03439	-0.0055
0.03444	-0.00856
0.03444	-0.00631
0.0345	-0.00711
0.0345	-0.0047
0.0345	-0.00808
0.03456	-0.00663
0.03456	-0.00759
0.03461	-0.00518
0.03461	-0.01033
0.03461	-0.00824
0.03467	-0.00969
0.03467	-0.0113
0.03472	-0.00792
0.03472	-0.01098
0.03472	-0.00502
0.03478	-0.00598
0.03478	-0.00695
0.03478	-0.01065
0.03483	-0.00969
0.03483	-0.01259
0.03489	-0.01065
0.03489	-0.01114
0.03489	-0.01065
0.03494	-0.01001
0.03494	-0.00534
0.035	-0.00695
0.035	-0.01017
0.03506	-0.00969
0.03506	-0.01001
0.03506	-0.0113
0.03511	-0.01098
0.03511	-0.00792
0.03517	-0.00969
0.03517	-0.00824
0.03522	-0.00759
0.03522	-0.01146
0.03522	-0.00711
0.03528	-0.01001
0.03528	-0.0113
0.03533	-0.00808
0.03533	-0.00775
0.03533	-0.00888
0.03539	-0.00614
0.03539	-0.01226
0.03544	-0.01404
0.03544	-0.00953
0.03544	-0.01355
0.0355	-0.00937
0.0355	-0.00792
0.0355	-0.0084
0.03556	-0.00953
0.03556	-0.0113
0.03561	-0.00679
0.03561	-0.00953
0.03561	-0.00953
0.03567	-0.00904
0.03567	-0.00937
0.03572	-0.01243
0.03572	-0.01178
0.03572	-0.01081
0.03578	-0.00711
0.03578	-0.00953
0.03583	-0.01001
0.03583	-0.00808
0.03589	-0.00985
0.03589	-0.01114
0.03589	-0.01098
0.03594	-0.0121
0.03594	-0.00792
0.036	-0.00824
0.036	-0.01081
0.03606	-0.01243
0.03606	-0.00985
0.03606	-0.01194
0.03611	-0.00792
0.03611	-0.00647
0.03617	-0.00856
0.03617	-0.00775
0.03617	-0.00824
0.03622	-0.00759
0.03622	-0.01081
0.03628	-0.00969
0.03628	-0.00808
0.03628	-0.00904
0.03633	-0.00824
0.03633	-0.00872
0.03633	-0.01178
0.03639	-0.01065
0.03639	-0.01468
0.03639	-0.01355
0.03644	-0.01178
0.03644	-0.00985
0.0365	-0.01098
0.0365	-0.00808
0.03656	-0.00775
0.03656	-0.01098
0.03656	-0.00969
0.03661	-0.00727
0.03661	-0.0092
0.03667	-0.0121
0.03667	-0.00566
0.03672	-0.00953
0.03672	-0.00727
0.03672	-0.0084
0.03678	-0.00969
0.03678	-0.01001
0.03683	-0.00953
0.03683	-0.00824
0.03683	-0.00953
0.03689	-0.00711
0.03689	-0.00711
0.03694	-0.00518
0.03694	-0.01001
0.037	-0.01081
0.037	-0.0113
0.037	-0.01162
0.03706	-0.00775
0.03706	-0.00808
0.03706	-0.00953
0.03711	-0.00695
0.03711	-0.00856
0.03717	-0.00856
0.03717	-0.00904
0.03717	-0.00888
0.03722	-0.00937
0.03722	-0.01275
0.03728	-0.0142
0.03728	-0.01081
0.03728	-0.0113
0.03733	-0.01114
0.03733	-0.00663
0.03739	-0.00872
0.03739	-0.00953
0.03739	-0.01081
0.03744	-0.01243
0.03744	-0.01146
0.0375	-0.01243
0.0375	-0.01339
0.03756	-0.00985
0.03756	-0.00888
0.03756	-0.00969
0.03761	-0.01081
0.03761	-0.00937
0.03767	-0.01098
0.03767	-0.01146
0.03767	-0.01339
0.03772	-0.01243
0.03772	-0.01178
0.03778	-0.00824
0.03778	-0.00775
0.03783	-0.0113
0.03783	-0.00969
0.03783	-0.00808
0.03789	-0.00775
0.03789	-0.0084
0.03794	-0.00937
0.03794	-0.00904
0.03794	-0.0092
0.038	-0.00614
0.038	-0.01098
0.03806	-0.01275
0.03806	-0.01226
0.03806	-0.01049
0.03811	-0.00872
0.03811	-0.00953
0.03811	-0.00502
0.03817	-0.00856
0.03817	-0.00985
0.03822	-0.0047
0.03822	-0.0092
0.03828	-0.01033
0.03828	-0.00534
0.03828	-0.00856
0.03833	-0.00969
0.03833	-0.00792
0.03839	-0.00711
0.03839	-0.00341
0.03844	-0.00437
0.03844	-0.00824
0.03844	-0.00518
0.0385	-0.00872
0.0385	-0.00937
0.03856	-0.00775
0.03856	-0.00582
0.03861	-0.00759
0.03861	-0.00695
0.03861	-0.00453
0.03867	-0.00743
0.03867	-0.00679
0.03872	-0.00614
0.03872	-0.00598
0.03872	-0.00985
0.03878	-0.00421
0.03878	-0.00373
0.03883	-0.00486
0.03883	-0.00727
0.03883	-0.00325
0.03889	-0.00212
0.03889	-0.00631
0.03894	-0.00663
0.03894	-0.00486
0.03894	-0.00437
0.039	-0.00598
0.039	-0.0055
0.03906	-0.00244
0.03906	-0.00614
0.03911	-0.01065
0.03911	-0.00775
0.03917	-0.00631
0.03917	-0.01033
0.03917	-0.0084
0.03922	-0.00904
0.03922	-0.00534
0.03928	-0.00647
0.03928	-0.00663
0.03928	-0.00631
0.03933	-0.01065
0.03933	-0.00679
0.03939	-0.01114
0.03939	-0.00566
0.03944	-0.00792
0.03944	-0.00759
0.0395	-0.0092
0.0395	-0.00985
0.0395	-0.00856
0.03956	-0.00695
0.03956	-0.00904
0.03961	-0.01114
0.03961	-0.01065
0.03961	-0.00308
0.03967	-0.00421
0.03967	-0.00518
0.03972	-0.0055
0.03972	-0.00647
0.03972	-0.00824
0.03978	-0.00985
0.03978	-0.01033
0.03983	-0.00953
0.03983	-0.00341
0.03983	-0.00437
0.03989	-0.00711
0.03989	-0.00727
0.03994	-0.01065
0.03994	-0.01114
0.04	-0.00405
0.04	-0.0047
0.04	-0.00228
0.04006	-0.00437
0.04006	-0.00534
0.04011	-0.00647
0.04011	-0.00534
0.04017	-0.00453
0.04017	-0.00518
0.04017	-0.00357
0.04022	-0.00486
0.04022	-0.00582
0.04028	-0.00679
0.04028	-0.00518
0.04033	-0.00453
0.04033	-0.0047
0.04033	-0.00292
0.04039	-0.00888
0.04039	-0.01049
0.04044	-0.01081
0.04044	-0.00373
0.04044	-0.00888
0.0405	-0.00582
0.0405	-0.00453
0.04056	-0.00228
0.04056	-0.00502
0.04056	-0.00775
0.04061	-0.00502
0.04061	-0.00953
0.04067	-0.00614
0.04067	-0.00647
0.04067	-0.00502
0.04072	-0.00598
0.04072	-0.00389
0.04078	-0.00325
0.04078	-0.00486
0.04083	-0.00614
0.04083	-0.00631
0.04089	-0.0018
0.04089	-0.00308
0.04089	-0.00357
0.04094	-0.00228
0.04094	-0.0047
0.041	-0.00212
0.041	-0.00727
0.04106	-0.00598
0.04106	-0.00647
0.04106	-0.00453
0.04111	-0.00421
0.04111	-0.00373
0.04117	-0.00131
0.04117	-0.00743
0.04122	-0.00663
0.04122	-0.00341
0.04122	-0.00679
0.04128	-0.00421
0.04128	-0.00679
0.04133	-0.00663
0.04133	-0.00647
0.04133	-0.00486
0.04139	-0.00888
0.04139	-0.00453
0.04144	-0.00437
0.04144	-0.0047
0.04144	-0.00131
0.0415	-0.00502
0.0415	-0.0047
0.04156	-0.00679
0.04156	-0.00566
0.04161	-0.00405
0.04161	-0.00421
0.04161	-0.00292
0.04167	-0.00389
0.04167	-0.0055
0.04172	-0.00937
0.04172	-0.00904
0.04178	-0.00824
0.04178	-0.00824
0.04178	-0.00566
0.04183	-0.0121
0.04183	-0.01081
0.04189	-0.01049
0.04189	-0.00856
0.04194	-0.00711
0.04194	-0.00695
0.042	-0.0055
0.042	-0.01065
0.042	-0.0092
0.04206	-0.00953
0.04206	-0.0121
0.04206	-0.01275
0.04211	-0.00759
0.04211	-0.0092
0.04217	-0.0084
0.04217	-0.00856
0.04217	-0.00872
0.04222	-0.00888
0.04222	-0.01339
0.04228	-0.01162
0.04228	-0.00904
0.04228	-0.00888
0.04233	-0.00486
0.04233	-0.00856
0.04239	-0.00937
0.04239	-0.01017
0.04244	-0.01146
0.04244	-0.01017
0.04244	-0.01387
0.0425	-0.01387
0.0425	-0.01275
0.04256	-0.00904
0.04256	-0.00792
0.04261	-0.01033
0.04261	-0.0113
0.04261	-0.00856
0.04267	-0.01033
0.04267	-0.01452
0.04272	-0.01065
0.04272	-0.01033
0.04272	-0.0113
0.04278	-0.01194
0.04278	-0.01323
0.04283	-0.00711
0.04283	-0.00743
0.04283	-0.00953
0.04289	-0.01226
0.04289	-0.00856
0.04294	-0.00937
0.04294	-0.01033
0.043	-0.00775
0.043	-0.00953
0.043	-0.01162
0.04306	-0.00985
0.04306	-0.00743
0.04306	-0.00566
0.04311	-0.01371
0.04311	-0.00888
0.04317	-0.01065
0.04317	-0.01065
0.04317	-0.01001
0.04322	-0.01243
0.04322	-0.00357
0.04328	-0.00872
0.04328	-0.01162
0.04328	-0.00775
0.04333	-0.00647
0.04333	-0.01162
0.04339	-0.00727
0.04339	-0.00679
0.04344	-0.00534
0.04344	-0.00888
0.0435	-0.00711
0.0435	-0.01033
0.0435	-0.01323
0.04356	-0.00824
0.04356	-0.0092
0.04361	-0.00969
0.04361	-0.01307
0.04361	-0.00566
0.04367	-0.01049
0.04367	-0.01049
0.04372	-0.00759
0.04372	-0.01017
0.04372	-0.0084
0.04378	-0.01243
0.04378	-0.01001
0.04383	-0.00663
0.04383	-0.00663
0.04383	-0.01001
0.04389	-0.00872
0.04389	-0.00727
0.04394	-0.01081
0.04394	-0.01081
0.04394	-0.01001
0.044	-0.00856
0.044	-0.00985
0.04406	-0.00566
0.04406	-0.01049
0.04406	-0.00486
0.04411	-0.00711
0.04411	-0.00856
0.04417	-0.00743
0.04417	-0.00727
0.04422	-0.00792
0.04422	-0.00357
0.04422	-0.00695
0.04428	-0.00647
0.04428	-0.00308
0.04433	-0.00969
0.04433	-0.00614
0.04439	-0.00631
0.04439	-0.00824
0.04439	-0.00888
0.04444	-0.00341
0.04444	-0.01275
0.0445	-0.00759
0.0445	-0.00775
0.0445	-0.01436
0.04456	-0.00985
0.04456	-0.00663
0.04461	-0.0113
0.04461	-0.0113
0.04461	-0.00663
0.04467	-0.00937
0.04467	-0.00679
0.04472	-0.01114
0.04472	-0.0055
0.04472	-0.0047
0.04478	-0.0092
0.04478	-0.01033
0.04478	-0.01049
0.04483	-0.00679
0.04483	-0.01146
0.04489	-0.00502
0.04489	-0.00276
0.04494	-0.00969
0.04494	-0.00598
0.04494	-0.01033
0.045	-0.00969
0.045	-0.00453
0.04506	-0.0055
0.04506	-0.00631
0.04506	-0.00663
0.04511	-0.00856
0.04511	-0.0084
0.04517	-0.00614
0.04517	-0.00566
0.04522	-0.00373
0.04522	-0.0047
0.04528	-0.00808
0.04528	-0.00486
0.04528	-0.00325
0.04533	-0.00663
0.04533	-0.00904
0.04533	-0.00421
0.04539	-0.00856
0.04539	-0.00389
0.04544	-0.00405
0.04544	-0.00325
0.04544	-0.00502
0.0455	0.00046
0.0455	-0.00308
0.04556	-0.00325
0.04556	-0.00244
0.04556	-0.00099
0.04561	-0.00002
0.04561	-0.00325
0.04561	-0.00373
0.04567	-0.00099
0.04567	-0.00115
0.04572	-0.00276
0.04572	-0.00002
0.04578	-0.00502
0.04578	-0.00083
0.04583	-0.00067
0.04583	-0.00035
0.04583	0.00207
0.04589	0.00287
0.04589	-0.0047
0.04594	0.00223
0.04594	0.00062
0.04594	-0.00244
0.046	-0.00115
0.046	-0.0018
0.04606	-0.00002
0.04606	0.00159
0.04611	-0.00292
0.04611	-0.00115
0.04611	0.00159
0.04617	0.00368
0.04617	0.0011
0.04622	-0.00115
0.04622	0.00046
0.04622	0.00014
0.04628	-0.00405
0.04628	0.00142
0.04633	-0.00002
0.04633	-0.00035
0.04633	-0.00067
0.04639	0.0003
0.04639	-0.00405
0.04639	0.00304
0.04644	0.00014
0.04644	-0.00308
0.04644	-0.00099
0.0465	0.00078
0.0465	-0.00019
0.04656	-0.00308
0.04656	0.00352
0.04661	-0.00453
0.04661	-0.00598
0.04661	-0.00147
0.04667	-0.00164
0.04667	-0.00019
0.04672	-0.00196
0.04672	-0.00083
0.04678	-0.0018
0.04678	0.00159
0.04678	0.00094
0.04683	-0.00308
0.04683	0.00191
0.04689	0.00014
0.04689	-0.00534
0.04694	-0.00131
0.04694	-0.00083
0.04694	0.00078
0.047	-0.00453
0.047	0.00062
0.04706	0.00223
0.04706	0.00255
0.04706	0.00448
0.04711	0.00046
0.04711	0.00191
0.04717	0.00078
0.04717	0.00497
0.04717	-0.0018
0.04722	-0.00212
0.04722	0.00014
0.04722	-0.00067
0.04728	0.00126
0.04728	-0.00051
0.04728	0.00142
0.04733	0.00207
0.04733	0.00207
0.04739	0.0003
0.04739	0.00239
0.04744	-0.00067
0.04744	0.00223
0.0475	0.00078
0.0475	-0.00647
0.0475	-0.00035
0.04756	-0.00389
0.04756	-0.00099
0.04761	0.00416
0.04761	-0.00051
0.04767	-0.00131
0.04767	-0.00308
0.04767	-0.00099
0.04772	-0.00373
0.04772	-0.00115
0.04778	-0.00244
0.04778	0.00014
0.04783	-0.00147
0.04783	-0.00486
0.04783	-0.0047
0.04789	-0.00775
0.04789	-0.0047
0.04789	-0.00759
0.04794	-0.0055
0.04794	-0.00292
0.048	-0.00582
0.048	-0.00759
0.048	-0.00051
0.04806	-0.0055
0.04806	-0.00099
0.04806	-0.00325
0.04811	-0.00389
0.04811	-0.00341
0.04817	0.00142
0.04817	-0.00534
0.04817	-0.00486
0.04822	-0.0055
0.04822	-0.00373
0.04828	-0.00679
0.04828	-0.00373
0.04833	-0.00486
0.04833	-0.00099
0.04839	-0.00453
0.04839	-0.00389
0.04839	-0.00631
0.04844	-0.00453
0.04844	-0.00808
0.0485	-0.00373
0.0485	-0.00405
0.04856	-0.00437
0.04856	-0.00147
0.04856	-0.00341
0.04861	-0.00663
0.04861	-0.00598
0.04867	-0.00405
0.04867	-0.0047
0.04867	-0.00808
0.04872	-0.00582
0.04872	-0.00582
0.04878	-0.00598
0.04878	-0.00598
0.04878	-0.00614
0.04883	-0.00775
0.04883	-0.00872
0.04883	-0.0092
0.04889	-0.00824
0.04889	-0.00695
0.04894	-0.00453
0.04894	-0.00808
0.049	-0.00566
0.049	-0.00518
0.049	-0.00759
0.04906	-0.00663
0.04906	-0.00824
0.04911	-0.00759
0.04911	-0.00695
0.04917	-0.01114
0.04917	-0.00695
0.04922	-0.01049
0.04922	-0.00437
0.04922	-0.00937
0.04928	-0.0113
0.04928	-0.01098
0.04933	-0.00808
0.04933	-0.01065
0.04939	-0.00969
0.04939	-0.01194
0.04939	-0.0113
0.04944	-0.01033
0.04944	-0.00711
0.0495	-0.01146
0.0495	-0.00872
0.04956	-0.00985
0.04956	-0.00453
0.04956	-0.0055
0.04961	-0.00872
0.04961	-0.00727
0.04967	-0.0084
0.04967	-0.0113
0.04967	-0.00872
0.04972	-0.00792
0.04972	-0.00872
0.04972	-0.00325
0.04978	-0.01001
0.04978	-0.00969
0.04983	-0.00775
0.04983	-0.00695
0.04989	-0.01017
0.04989	-0.00743
0.04994	-0.0055
0.04994	-0.00904
0.04994	-0.01017
0.05	-0.01001
0.05	-0.01081
0.05006	-0.0092
0.05006	-0.00582
0.05011	-0.01243
0.05011	-0.0121
0.05011	-0.00775
0.05017	-0.00969
0.05017	-0.00792
0.05022	-0.00953
0.05022	-0.0113
0.05028	-0.01339
0.05028	-0.00808
0.05033	-0.01001
0.05033	-0.01114
0.05033	-0.00631
0.05039	-0.00969
0.05039	-0.00985
0.05044	-0.01017
0.05044	-0.00856
0.05044	-0.00759
0.0505	-0.01307
0.0505	-0.00711
0.05056	-0.00856
0.05056	-0.0047
0.05056	-0.00534
0.05061	-0.00759
0.05061	-0.00695
0.05061	-0.0026
0.05067	-0.00437
0.05067	-0.00985
0.05072	-0.0055
0.05072	-0.00614
0.05078	-0.00695
0.05078	-0.00502
0.05083	-0.00695
0.05083	-0.00663
0.05089	-0.00373
0.05089	-0.00421
0.05089	-0.00904
0.05094	0.00046
0.05094	-0.00341
0.051	-0.0018
0.051	0.00094
0.05106	-0.00228
0.05106	-0.00872
0.05106	0.00062
0.05111	0.00142
0.05111	0.00062
0.05117	0.0003
0.05117	-0.00051
0.05122	0.00175
0.05122	-0.00002
0.05122	0.00223
0.05128	-0.00518
0.05128	0.00255
0.05133	0.00207
0.05133	-0.00019
0.05133	-0.00357
0.05139	0.00126
0.05139	0.00513
0.05144	0.00062
0.05144	0.00239
0.05144	0.0061
0.0515	0.00545
0.0515	0.00159
0.05156	0.0032
0.05156	0.00062
0.05161	0.00432
0.05161	0.0061
0.05161	0.00642
0.05167	0.00126
0.05167	0.00207
0.05172	0.00545
0.05172	0.00883
0.05178	0.0069
0.05178	0.00448
0.05183	0.00674
0.05183	0.00932
0.05183	0.00835
0.05189	0.00593
0.05189	0.00416
0.05194	0.00803
0.05194	0.01109
0.052	0.0061
0.052	0.0061
0.052	0.00899
0.05206	0.00819
0.05206	0.01318
0.05211	0.00593
0.05211	0.00771
0.05211	0.01221
0.05217	0.01189
0.05217	0.00754
0.05222	0.01141
0.05222	0.01221
0.05222	0.00787
0.05228	0.00738
0.05228	0.00964
0.05228	0.01157
0.05233	0.01109
0.05233	0.01238
0.05239	0.01141
0.05239	0.00948
0.05244	0.00996
0.05244	0.0156
0.05244	0.01608
0.0525	0.01431
0.0525	0.01705
0.05256	0.01495
0.05256	0.01978
0.05261	0.01914
0.05261	0.0127
0.05261	0.01431
0.05267	0.01866
0.05267	0.01882
0.05272	0.01737
0.05272	0.01705
0.05278	0.01946
0.05278	0.0185
0.05278	0.01705
0.05283	0.01995
0.05283	0.02011
0.05289	0.01576
0.05289	0.02107
0.05289	0.02301
0.05294	0.02172
0.05294	0.01689
0.053	0.01978
0.053	0.02172
0.053	0.02445
0.05306	0.01914
0.05306	0.02107
0.05311	0.01833
0.05311	0.02204
0.05311	0.01882
0.05317	0.01833
0.05317	0.02268
0.05317	0.02236
0.05322	0.02027
0.05322	0.01946
0.05328	0.02075
0.05328	0.02011
0.05333	0.01785
0.05333	0.02107
0.05339	0.0193
0.05339	0.02172
0.05339	0.02156
0.05344	0.01995
0.05344	0.02123
0.0535	0.01995
0.0535	0.02172
0.05356	0.0185
0.05356	0.01753
0.05356	0.0185
0.05361	0.02107
0.05361	0.01882
0.05367	0.01689
0.05367	0.01866
0.05367	0.0259
0.05372	0.02445
0.05372	0.02236
0.05378	0.02236
0.05378	0.02075
0.05378	0.02317
0.05383	0.02284
0.05383	0.02462
0.05389	0.02123
0.05389	0.02107
0.05389	0.02059
0.05394	0.02494
0.05394	0.02445
0.05394	0.01705
0.054	0.02381
0.054	0.02413
0.05406	0.02333
0.05406	0.01801
0.05411	0.0193
0.05411	0.01978
0.05411	0.02156
0.05417	0.02268
0.05417	0.01721
0.05422	0.01946
0.05422	0.02043
0.05428	0.02268
0.05428	0.01592
0.05428	0.01769
0.05433	0.01334
0.05433	0.01689
0.05439	0.0164
0.05439	0.01479
0.05444	0.01705
0.05444	0.01689
0.05444	0.01624
0.0545	0.01286
0.0545	0.01254
0.05456	0.01318
0.05456	0.01415
0.05456	0.01431
0.05461	0.01221
0.05461	0.01286
0.05467	0.01415
0.05467	0.0106
0.05467	0.01366
0.05472	0.01576
0.05472	0.01447
0.05472	0.0164
0.05478	0.01978
0.05478	0.01656
0.05478	0.01366
0.05483	0.01012
0.05483	0.01318
0.05489	0.0127
0.05489	0.01141
0.05494	0.01012
0.05494	0.0135
0.05494	0.0106
0.055	0.00948
0.055	0.01157
0.05506	0.01656
0.05506	0.00996
0.05506	0.00899
0.05511	0.01012
0.05511	0.01157
0.05517	0.00706
0.05517	0.00899
0.05522	0.00706
0.05522	0.00239
0.05522	0.00223
0.05528	0.0069
0.05528	0.00207
0.05533	0.00271
0.05533	0.0011
0.05533	0.00255
0.05539	0.00352
0.05539	0.00336
0.05544	0.00368
0.05544	-0.00196
0.05544	-0.00228
0.0555	0.0011
0.0555	0.00175
0.05556	0.00336
0.05556	-0.00019
0.05556	-0.00308
0.05561	0.00014
0.05561	-0.00244
0.05561	-0.0026
0.05567	-0.00164
0.05567	-0.00341
0.05572	-0.00244
0.05572	-0.00775
0.05578	-0.00405
0.05578	-0.00421
0.05583	-0.00421
0.05583	-0.00534
0.05583	-0.0026
0.05589	-0.00518
0.05589	-0.00389
0.05594	-0.00437
0.05594	-0.00341
0.05594	-0.00292
0.056	-0.0047
0.056	-0.00888
0.05605	-0.00598
0.05605	-0.00518
0.05611	-0.00566
0.05611	-0.00888
0.05611	-0.00695
0.05617	-0.00437
0.05617	-0.00711
0.05622	-0.0084
0.05622	-0.01001
0.05622	-0.00953
0.05628	-0.00937
0.05628	-0.0113
0.05628	-0.00808
0.05633	-0.00985
0.05633	-0.00888
0.05639	-0.00663
0.05639	-0.0084
0.05639	-0.00969
0.05644	-0.00953
0.05644	-0.00824
0.0565	-0.01098
0.0565	-0.0113
0.0565	-0.00502
0.05655	-0.0121
0.05655	-0.01049
0.05661	-0.01339
0.05661	-0.00969
0.05667	-0.01259
0.05667	-0.0113
0.05672	-0.00872
0.05672	-0.00534
0.05672	-0.00937
0.05678	-0.00904
0.05678	-0.00679
0.05683	-0.00631
0.05683	-0.00679
0.05683	-0.00856
0.05689	-0.00711
0.05689	-0.00743
0.05694	-0.00663
0.05694	-0.00953
0.057	-0.00856
0.057	-0.00582
0.057	-0.00405
0.05705	-0.00373
0.05705	-0.00196
0.05705	-0.00099
0.05711	-0.00147
0.05711	-0.00421
0.05717	0.00175
0.05717	-0.00051
0.05717	0.00094
0.05722	0.00062
0.05722	-0.0018
0.05722	0.00529
0.05728	0.0032
0.05728	-0.00051
0.05733	0.00416
0.05733	0.00658
0.05739	0.01028
0.05739	0.004
0.05739	0.01109
0.05744	0.01205
0.05744	0.00964
0.0575	0.01286
0.0575	0.01463
0.05755	0.01286
0.05755	0.01495
0.05755	0.01801
0.05761	0.0164
0.05761	0.02204
0.05767	0.02043
0.05767	0.02123
0.05772	0.02784
0.05772	0.028
0.05772	0.028
0.05778	0.03009
0.05778	0.02993
0.05783	0.03476
0.05783	0.03686
0.05789	0.03557
0.05789	0.04024
0.05789	0.04249
0.05794	0.04185
0.05794	0.04265
0.05794	0.04829
0.058	0.04845
0.058	0.04716
0.05805	0.04909
0.05805	0.05505
0.05805	0.05538
0.05811	0.0528
0.05811	0.05795
0.05811	0.06262
0.05817	0.0615
0.05817	0.06488
0.05822	0.06745
0.05822	0.06906
0.05828	0.07373
0.05828	0.07937
0.05833	0.07937
0.05833	0.08114
0.05833	0.08211
0.05839	0.09113
0.05839	0.09226
0.05844	0.09435
0.05844	0.09725
0.05844	0.0966
0.0585	0.10095
0.0585	0.10707
0.05855	0.10627
0.05855	0.10997
0.05861	0.11223
0.05861	0.11722
0.05861	0.11722
0.05867	0.12044
0.05867	0.12012
0.05872	0.12575
0.05872	0.13236
0.05872	0.13445
0.05878	0.13364
0.05878	0.1388
0.05883	0.1446
0.05883	0.14379
0.05883	0.14492
0.05889	0.14492
0.05889	0.15361
